YEAR,LocationAbbr,TopicDesc,MeasureDesc,Response,Resposta,Data_Value_Std_Err,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Gender,Education,GeoLocation,StratificationID1,StratificationID4,SubMeasureID,DisplayOrder
2010,AR,Cigarette Use (Youth),Smoking Status,Ever,55.8,2.2,51.4,60.2,1118,Male,High School,"(34.748650124, -92.274490743)",2GEN,2EDU,YTS08,8
2009,VA,Cigarette Use (Youth),Smoking Status,Ever,15.3,2.5,10.4,20.2,989,Female,Middle School,"(37.542680674, -78.457890463)",3GEN,1EDU,YTS08,8
2014,AL,Smokeless Tobacco Use (Youth),User Status,Frequent,1.5,0.4,0.8,2.3,1395,Overall,Middle School,"(32.840571122, -86.631860762)",1GEN,1EDU,YTS12,12
2011,NC,Smokeless Tobacco Use (Youth),User Status,Current,2.3,0.4,1.5,3.1,2557,Female,High School,"(35.466220975, -79.159250463)",3GEN,2EDU,YTS10,10
2000,KS,Smokeless Tobacco Use (Youth),User Status,Current,15.2,2.1,11.2,19.3,779,Male,High School,"(38.3477403, -98.200781227)",2GEN,2EDU,YTS10,10
2006,IN,Cigarette Use (Youth),Smoking Status,Frequent,11.1,1.3,8.5,13.7,1655,Male,High School,"(39.766910452, -86.149960194)",2GEN,2EDU,YTS09,9
2015,ND,Smokeless Tobacco Use (Youth),User Status,Ever,4.6,1.2,2.3,6.9,916,Female,Middle School,"(47.475319779, -100.118421049)",3GEN,1EDU,YTS11,11
2002,IL,Smokeless Tobacco Use (Youth),User Status,Frequent,0.9,0.3,0.3,1.5,775,Male,Middle School,"(40.485010283, -88.997710178)",2GEN,1EDU,YTS12,12
1999,NC,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,42.5,2.1,38.3,46.7,898,Male,High School,"(35.466220975, -79.159250463)",2GEN,2EDU,YTS05,5
2000,CT,Cigarette Use (Youth),Smoking Status,Ever,61.9,3.3,55.4,68.3,1028,Female,High School,"(41.56266102, -72.649840952)",3GEN,2EDU,YTS08,8
2007,WV,Smokeless Tobacco Use (Youth),User Status,Frequent,12.2,1.9,8.4,16.0,582,Male,High School,"(38.665510202, -80.712640135)",2GEN,2EDU,YTS12,12
2002,IA,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,62.3,4.1,54.2,70.3,209,Female,High School,"(42.469400913, -93.816490556)",3GEN,2EDU,YTS03,3
2005,UT,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,57.4,7.2,43.4,71.5,105,Female,High School,"(39.360700171, -111.587130635)",3GEN,2EDU,YTS03,3
2002,MA,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,,,,,,Male,Middle School,"(42.27687047, -72.082690675)",2GEN,1EDU,YTS05,5
2007,CT,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,47.7,3.7,40.4,55.0,158,Male,High School,"(41.56266102, -72.649840952)",2GEN,2EDU,YTS05,5
2008,OH,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,,,,,,Female,Middle School,"(40.060210141, -82.404260056)",3GEN,1EDU,YTS03,3
2009,HI,Cigarette Use (Youth),Smoking Status,Frequent,0.4,0.2,0.0,0.8,1582,Overall,Middle School,"(21.304850435, -157.857749403)",1GEN,1EDU,YTS09,9
2014,AL,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,47.3,5.6,36.4,58.2,176,Overall,High School,"(32.840571122, -86.631860762)",1GEN,2EDU,YTS01,1
2003,MS,Cigarette Use (Youth),Smoking Status,Ever,39.0,1.5,36.1,42.0,5479,Male,Middle School,"(32.745510099, -89.538030825)",2GEN,1EDU,YTS08,8
2010,NJ,Smokeless Tobacco Use (Youth),User Status,Frequent,0.3,0.2,0.0,0.7,1280,Female,High School,"(40.130570048, -74.273691288)",3GEN,2EDU,YTS12,12
2002,DE,Smokeless Tobacco Use (Youth),User Status,Current,0.9,0.4,0.1,1.7,1232,Female,High School,"(39.008830667, -75.577741168)",3GEN,2EDU,YTS10,10
2004,VT,Smokeless Tobacco Use (Youth),User Status,Ever,4.6,0.9,2.7,6.4,859,Female,Middle School,"(43.625381239, -72.517640791)",3GEN,1EDU,YTS11,11
2009,GA,Cigarette Use (Youth),Smoking Status,Current,4.4,0.7,3.0,5.8,1024,Female,Middle School,"(32.839681093, -83.627580346)",3GEN,1EDU,YTS07,7
2002,CT,Cigarette Use (Youth),Smoking Status,Ever,52.2,1.8,48.7,55.7,1546,Female,High School,"(41.56266102, -72.649840952)",3GEN,2EDU,YTS08,8
1999,KS,Smokeless Tobacco Use (Youth),User Status,Frequent,1.8,0.8,0.3,3.3,573,Male,Middle School,"(38.3477403, -98.200781227)",2GEN,1EDU,YTS12,12
2013,IN,Smokeless Tobacco Use (Youth),User Status,Current,2.1,0.6,1.0,3.2,1222,Male,Middle School,"(39.766910452, -86.149960194)",2GEN,1EDU,YTS10,10
2015,WV,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,58.5,4.7,49.3,67.7,117,Female,High School,"(38.665510202, -80.712640135)",3GEN,2EDU,YTS06,6
2013,NC,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,66.0,7.6,51.2,80.8,52,Female,Middle School,"(35.466220975, -79.159250463)",3GEN,1EDU,YTS06,6
2013,WV,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,76.3,5.5,65.5,87.1,77,Male,Middle School,"(38.665510202, -80.712640135)",2GEN,1EDU,YTS05,5
2000,CA,Cigarette Use (Youth),Smoking Status,Ever,26.9,2.2,22.6,31.2,2840,Overall,Middle School,"(37.638640123, -120.999999538)",1GEN,1EDU,YTS08,8
2009,LA,Smokeless Tobacco Use (Youth),User Status,Ever,18.3,2.2,13.9,22.7,1029,Overall,High School,"(31.312660644, -92.445680071)",1GEN,2EDU,YTS11,11
2000,WI,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,58.7,6.6,45.7,71.6,83,Female,Middle School,"(44.393191174, -89.816370742)",3GEN,1EDU,YTS06,6
2011,NC,Cigarette Use (Youth),Smoking Status,Frequent,0.6,0.2,0.3,0.9,5248,Overall,Middle School,"(35.466220975, -79.159250463)",1GEN,1EDU,YTS09,9
2000,CO,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,61.5,5.2,51.3,71.6,165,Female,High School,"(38.843840757, -106.133610921)",3GEN,2EDU,YTS03,3
2006,NJ,Cigarette Use (Youth),Smoking Status,Current,15.4,1.1,13.3,17.5,2097,Female,High School,"(40.130570048, -74.273691288)",3GEN,2EDU,YTS07,7
2011,ND,Cigarette Use (Youth),Smoking Status,Frequent,1.5,0.6,0.3,2.7,1021,Female,Middle School,"(47.475319779, -100.118421049)",3GEN,1EDU,YTS09,9
2009,GA,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,47.8,4.2,39.6,56.0,107,Overall,Middle School,"(32.839681093, -83.627580346)",1GEN,1EDU,YTS04,4
2009,LA,Smokeless Tobacco Use (Youth),User Status,Current,7.9,1.0,5.9,9.9,1699,Overall,Middle School,"(31.312660644, -92.445680071)",1GEN,1EDU,YTS10,10
2000,AR,Smokeless Tobacco Use (Youth),User Status,Ever,9.4,1.4,6.7,12.2,761,Female,Middle School,"(34.748650124, -92.274490743)",3GEN,1EDU,YTS11,11
2015,MO,Smokeless Tobacco Use (Youth),User Status,Current,3.8,1.0,1.9,5.7,837,Male,Middle School,"(38.635790776, -92.566300053)",2GEN,1EDU,YTS10,10
1999,TN,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,48.6,5.0,38.8,58.4,233,Female,High School,"(35.68094058, -85.774490914)",3GEN,2EDU,YTS03,3
2013,WV,Smokeless Tobacco Use (Youth),User Status,Current,3.6,0.7,2.3,4.9,787,Female,High School,"(38.665510202, -80.712640135)",3GEN,2EDU,YTS10,10
2007,AZ,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,55.4,4.7,46.2,64.6,104,Male,High School,"(34.86597028, -111.763811277)",2GEN,2EDU,YTS02,2
2002,OK,Smokeless Tobacco Use (Youth),User Status,Ever,8.2,0.9,6.5,9.9,1017,Female,Middle School,"(35.472031356, -97.521070214)",3GEN,1EDU,YTS11,11
2009,ND,Cigarette Use (Youth),Smoking Status,Frequent,1.4,0.4,0.7,2.1,945,Male,Middle School,"(47.475319779, -100.118421049)",2GEN,1EDU,YTS09,9
2005,ND,Cigarette Use (Youth),Smoking Status,Ever,55.2,2.5,50.4,60.0,832,Female,High School,"(47.475319779, -100.118421049)",3GEN,2EDU,YTS08,8
2014,PA,Cigarette Use (Youth),Smoking Status,Frequent,0.2,0.1,0.1,0.4,2626,Overall,Middle School,"(40.793730152, -77.860700294)",1GEN,1EDU,YTS09,9
2005,AR,Cigarette Use (Youth),Smoking Status,Ever,60.5,3.1,54.6,66.5,1008,Female,High School,"(34.748650124, -92.274490743)",3GEN,2EDU,YTS08,8
2000,TN,Smokeless Tobacco Use (Youth),User Status,Frequent,2.6,0.4,1.9,3.4,5246,Male,Middle School,"(35.68094058, -85.774490914)",2GEN,1EDU,YTS12,12
2008,NJ,Smokeless Tobacco Use (Youth),User Status,Current,1.0,0.3,0.5,1.5,1514,Female,Middle School,"(40.130570048, -74.273691288)",3GEN,1EDU,YTS10,10
2000,NY,Cigarette Use (Youth),Smoking Status,Frequent,13.7,1.6,10.6,16.7,1157,Male,High School,"(42.827001032, -75.543970427)",2GEN,2EDU,YTS09,9
2004,NH,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,,,,,,Female,Middle School,"(43.655950113, -71.50036092)",3GEN,1EDU,YTS03,3
2002,KY,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,61.2,5.4,50.7,71.7,98,Female,Middle School,"(37.645970271, -84.774971048)",3GEN,1EDU,YTS06,6
2009,IA,Smokeless Tobacco Use (Youth),User Status,Current,16.0,2.0,12.0,20.0,619,Male,High School,"(42.469400913, -93.816490556)",2GEN,2EDU,YTS10,10
2005,SD,Smokeless Tobacco Use (Youth),User Status,Ever,15.3,1.7,12.0,18.6,1429,Male,Middle School,"(44.353130053, -100.373530637)",2GEN,1EDU,YTS11,11
2009,ND,Cigarette Use (Youth),Smoking Status,Ever,19.5,2.0,15.6,23.4,1021,Female,Middle School,"(47.475319779, -100.118421049)",3GEN,1EDU,YTS08,8
2007,VA,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,,,,,,Male,Middle School,"(37.542680674, -78.457890463)",2GEN,1EDU,YTS05,5
2007,SC,Smokeless Tobacco Use (Youth),User Status,Current,19.3,2.6,14.3,24.3,515,Male,High School,"(33.998821303, -81.045371207)",2GEN,2EDU,YTS10,10
2009,MS,Cigarette Use (Youth),Smoking Status,Frequent,8.2,1.3,5.7,10.7,794,Male,High School,"(32.745510099, -89.538030825)",2GEN,2EDU,YTS09,9
2009,CT,Smokeless Tobacco Use (Youth),User Status,Ever,2.6,0.5,1.7,3.5,2347,Overall,Middle School,"(41.56266102, -72.649840952)",1GEN,1EDU,YTS11,11
2008,IN,Cigarette Use (Youth),Smoking Status,Ever,22.0,2.4,17.3,26.7,1436,Male,Middle School,"(39.766910452, -86.149960194)",2GEN,1EDU,YTS08,8
2001,RI,Cigarette Use (Youth),Smoking Status,Frequent,2.6,0.6,1.4,3.8,773,Female,Middle School,"(41.708280193, -71.522470314)",3GEN,1EDU,YTS09,9
2010,AR,Smokeless Tobacco Use (Youth),User Status,Ever,6.6,1.0,4.7,8.5,1205,Female,Middle School,"(34.748650124, -92.274490743)",3GEN,1EDU,YTS11,11
2010,AL,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,,,,,,Female,Middle School,"(32.840571122, -86.631860762)",3GEN,1EDU,YTS03,3
2003,MS,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,51.7,1.3,49.1,54.3,1829,Overall,High School,"(32.745510099, -89.538030825)",1GEN,2EDU,YTS01,1
2000,NE,Smokeless Tobacco Use (Youth),User Status,Ever,26.2,1.3,23.7,28.7,3203,Overall,High School,"(41.641040988001, -99.365720623)",1GEN,2EDU,YTS11,11
2005,HI,Cigarette Use (Youth),Smoking Status,Frequent,3.7,0.7,2.3,5.0,777,Female,High School,"(21.304850435, -157.857749403)",3GEN,2EDU,YTS09,9
2003,SD,Cigarette Use (Youth),Smoking Status,Ever,21.1,2.3,16.5,25.7,2314,Overall,Middle School,"(44.353130053, -100.373530637)",1GEN,1EDU,YTS08,8
2005,MO,Cigarette Use (Youth),Smoking Status,Frequent,12.6,1.6,9.5,15.7,728,Male,High School,"(38.635790776, -92.566300053)",2GEN,2EDU,YTS09,9
2005,IL,Smokeless Tobacco Use (Youth),User Status,Frequent,0.0,0.0,0.0,0.1,654,Female,High School,"(40.485010283, -88.997710178)",3GEN,2EDU,YTS12,12
2002,OK,Smokeless Tobacco Use (Youth),User Status,Frequent,0.6,0.3,0.0,1.1,945,Female,High School,"(35.472031356, -97.521070214)",3GEN,2EDU,YTS12,12
2006,NE,Smokeless Tobacco Use (Youth),User Status,Frequent,0.5,0.4,0.0,1.2,1177,Female,Middle School,"(41.641040988001, -99.365720623)",3GEN,1EDU,YTS12,12
2000,WI,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,54.5,4.8,45.2,63.8,182,Male,High School,"(44.393191174, -89.816370742)",2GEN,2EDU,YTS05,5
1999,OK,Cigarette Use (Youth),Smoking Status,Current,34.0,2.3,29.4,38.6,908,Female,High School,"(35.472031356, -97.521070214)",3GEN,2EDU,YTS07,7
2000,KS,Smokeless Tobacco Use (Youth),User Status,Ever,5.6,0.7,4.2,7.0,792,Female,Middle School,"(38.3477403, -98.200781227)",3GEN,1EDU,YTS11,11
2009,MO,Cigarette Use (Youth),Smoking Status,Ever,43.5,4.1,35.4,51.6,737,Male,High School,"(38.635790776, -92.566300053)",2GEN,2EDU,YTS08,8
2007,WV,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,57.4,8.3,41.2,73.6,68,Male,Middle School,"(38.665510202, -80.712640135)",2GEN,1EDU,YTS02,2
2009,VA,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,,,,,,Overall,Middle School,"(37.542680674, -78.457890463)",1GEN,1EDU,YTS01,1
2000,IA,Smokeless Tobacco Use (Youth),User Status,Current,2.2,0.5,1.1,3.2,707,Female,High School,"(42.469400913, -93.816490556)",3GEN,2EDU,YTS10,10
2003,SD,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,56.4,3.3,50.0,62.9,235,Female,High School,"(44.353130053, -100.373530637)",3GEN,2EDU,YTS06,6
2012,OH,Cigarette Use (Youth),Smoking Status,Current,3.7,0.8,2.2,5.2,929,Overall,Middle School,"(40.060210141, -82.404260056)",1GEN,1EDU,YTS07,7
2015,NE,Cigarette Use (Youth),Smoking Status,Current,9.7,1.3,7.2,12.3,1130,Male,High School,"(41.641040988001, -99.365720623)",2GEN,2EDU,YTS07,7
2002,CT,Cigarette Use (Youth),Smoking Status,Frequent,1.7,0.6,0.5,2.8,1315,Female,Middle School,"(41.56266102, -72.649840952)",3GEN,1EDU,YTS09,9
2005,WV,Smokeless Tobacco Use (Youth),User Status,Frequent,5.9,1.0,3.8,7.9,1226,Overall,High School,"(38.665510202, -80.712640135)",1GEN,2EDU,YTS12,12
2000,MS,Cigarette Use (Youth),Smoking Status,Current,19.2,1.8,15.7,22.7,802,Male,Middle School,"(32.745510099, -89.538030825)",2GEN,1EDU,YTS07,7
2005,HI,Smokeless Tobacco Use (Youth),User Status,Ever,8.3,1.3,5.7,10.9,776,Female,High School,"(21.304850435, -157.857749403)",3GEN,2EDU,YTS11,11
2004,DE,Smokeless Tobacco Use (Youth),User Status,Ever,3.6,0.5,2.5,4.6,1280,Female,Middle School,"(39.008830667, -75.577741168)",3GEN,1EDU,YTS11,11
2010,AL,Cigarette Use (Youth),Smoking Status,Ever,23.2,2.7,18.0,28.4,565,Female,Middle School,"(32.840571122, -86.631860762)",3GEN,1EDU,YTS08,8
2005,GA,Smokeless Tobacco Use (Youth),User Status,Current,2.1,0.5,1.2,3.1,951,Female,Middle School,"(32.839681093, -83.627580346)",3GEN,1EDU,YTS10,10
2000,KY,Cigarette Use (Youth),Smoking Status,Ever,46.3,3.1,40.2,52.3,609,Female,Middle School,"(37.645970271, -84.774971048)",3GEN,1EDU,YTS08,8
2003,ID,Smokeless Tobacco Use (Youth),User Status,Current,2.7,0.9,0.9,4.4,801,Female,Middle School,"(43.682630005, -114.363730042)",3GEN,1EDU,YTS10,10
2006,KY,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,51.1,3.3,44.6,57.6,196,Male,Middle School,"(37.645970271, -84.774971048)",2GEN,1EDU,YTS05,5
2015,LA,Smokeless Tobacco Use (Youth),User Status,Current,5.0,1.3,2.5,7.5,1180,Overall,Middle School,"(31.312660644, -92.445680071)",1GEN,1EDU,YTS10,10
2003,ND,Cigarette Use (Youth),Smoking Status,Current,9.2,1.8,5.6,12.8,850,Male,Middle School,"(47.475319779, -100.118421049)",2GEN,1EDU,YTS07,7
2015,PA,Smokeless Tobacco Use (Youth),User Status,Frequent,0.2,0.1,0.0,0.3,2642,Overall,Middle School,"(40.793730152, -77.860700294)",1GEN,1EDU,YTS12,12
2000,WV,Smokeless Tobacco Use (Youth),User Status,Ever,21.0,1.0,19.1,22.9,1694,Overall,Middle School,"(38.665510202, -80.712640135)",1GEN,1EDU,YTS11,11
2011,MO,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,39.3,6.0,27.6,51.0,75,Overall,Middle School,"(38.635790776, -92.566300053)",1GEN,1EDU,YTS01,1
2013,HI,Cigarette Use (Youth),Smoking Status,Current,5.8,1.2,3.4,8.2,1400,Overall,High School,"(21.304850435, -157.857749403)",1GEN,2EDU,YTS07,7
2015,NJ,Smokeless Tobacco Use (Youth),User Status,Ever,2.0,0.4,1.3,2.7,1081,Female,Middle School,"(40.130570048, -74.273691288)",3GEN,1EDU,YTS11,11
2002,MS,Smokeless Tobacco Use (Youth),User Status,Ever,23.4,1.5,20.5,26.3,2218,Overall,High School,"(32.745510099, -89.538030825)",1GEN,2EDU,YTS11,11
2009,MS,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,51.7,7.2,37.6,65.8,54,Male,Middle School,"(32.745510099, -89.538030825)",2GEN,1EDU,YTS02,2
2005,RI,Cigarette Use (Youth),Smoking Status,Ever,17.2,1.1,15.0,19.3,1190,Female,Middle School,"(41.708280193, -71.522470314)",3GEN,1EDU,YTS08,8
2011,CT,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,,,,,,Male,Middle School,"(41.56266102, -72.649840952)",2GEN,1EDU,YTS05,5
2004,OH,Smokeless Tobacco Use (Youth),User Status,Frequent,1.0,0.3,0.4,1.7,1439,Overall,Middle School,"(40.060210141, -82.404260056)",1GEN,1EDU,YTS12,12
2008,KY,Cigarette Use (Youth),Smoking Status,Frequent,13.9,2.2,9.5,18.3,1368,Male,High School,"(37.645970271, -84.774971048)",2GEN,2EDU,YTS09,9
2002,MN,Smokeless Tobacco Use (Youth),User Status,Ever,11.2,0.8,9.6,12.9,4680,Overall,Middle School,"(46.355648736, -94.794200503)",1GEN,1EDU,YTS11,11
2002,MA,Cigarette Use (Youth),Smoking Status,Frequent,9.5,1.3,6.9,12.1,794,Female,High School,"(42.27687047, -72.082690675)",3GEN,2EDU,YTS09,9
2003,MI,Smokeless Tobacco Use (Youth),User Status,Current,4.3,1.4,1.4,7.1,1829,Female,High School,"(44.661319543001, -84.71439027)",3GEN,2EDU,YTS10,10
2003,HI,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,63.1,2.5,58.2,67.9,381,Overall,Middle School,"(21.304850435, -157.857749403)",1GEN,1EDU,YTS04,4
2009,NC,Cigarette Use (Youth),Smoking Status,Ever,21.1,1.6,18.0,24.2,3584,Overall,Middle School,"(35.466220975, -79.159250463)",1GEN,1EDU,YTS08,8
2000,IN,Smokeless Tobacco Use (Youth),User Status,Ever,5.7,1.1,3.6,7.9,710,Female,Middle School,"(39.766910452, -86.149960194)",3GEN,1EDU,YTS11,11
2004,VT,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,54.7,3.9,47.1,62.3,127,Male,High School,"(43.625381239, -72.517640791)",2GEN,2EDU,YTS05,5
2007,NH,Cigarette Use (Youth),Smoking Status,Frequent,9.8,1.5,6.9,12.7,762,Male,High School,"(43.655950113, -71.50036092)",2GEN,2EDU,YTS09,9
2010,AR,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,41.4,4.4,32.8,50.0,147,Overall,Middle School,"(34.748650124, -92.274490743)",1GEN,1EDU,YTS01,1
2014,NJ,Smokeless Tobacco Use (Youth),User Status,Current,0.7,0.2,0.2,1.1,970,Male,Middle School,"(40.130570048, -74.273691288)",2GEN,1EDU,YTS10,10
2013,ND,Smokeless Tobacco Use (Youth),User Status,Ever,12.1,1.5,9.2,15.0,959,Male,Middle School,"(47.475319779, -100.118421049)",2GEN,1EDU,YTS11,11
2012,DE,Smokeless Tobacco Use (Youth),User Status,Current,1.2,0.3,0.6,1.8,1133,Female,High School,"(39.008830667, -75.577741168)",3GEN,2EDU,YTS10,10
2013,KS,Smokeless Tobacco Use (Youth),User Status,Frequent,0.1,0.1,0.0,0.2,1716,Overall,Middle School,"(38.3477403, -98.200781227)",1GEN,1EDU,YTS12,12
1999,AR,Smokeless Tobacco Use (Youth),User Status,Ever,14.7,2.7,9.4,20.0,212,Female,Middle School,"(34.748650124, -92.274490743)",3GEN,1EDU,YTS11,11
2004,MS,Cigarette Use (Youth),Smoking Status,Current,11.0,1.3,8.6,13.5,1471,Female,Middle School,"(32.745510099, -89.538030825)",3GEN,1EDU,YTS07,7
2012,WI,Smokeless Tobacco Use (Youth),User Status,Frequent,0.3,0.2,0.0,0.7,754,Female,High School,"(44.393191174, -89.816370742)",3GEN,2EDU,YTS12,12
2003,MI,Cigarette Use (Youth),Smoking Status,Frequent,1.5,0.4,0.8,2.2,1863,Female,Middle School,"(44.661319543001, -84.71439027)",3GEN,1EDU,YTS09,9
2003,RI,Cigarette Use (Youth),Smoking Status,Current,6.8,0.8,5.2,8.4,2333,Overall,Middle School,"(41.708280193, -71.522470314)",1GEN,1EDU,YTS07,7
2008,DE,Smokeless Tobacco Use (Youth),User Status,Ever,5.9,0.9,4.2,7.6,916,Female,High School,"(39.008830667, -75.577741168)",3GEN,2EDU,YTS11,11
2004,NJ,Cigarette Use (Youth),Smoking Status,Ever,44.6,2.7,39.3,49.9,1085,Male,High School,"(40.130570048, -74.273691288)",2GEN,2EDU,YTS08,8
2015,CT,Smokeless Tobacco Use (Youth),User Status,Frequent,0.9,0.3,0.4,1.4,2261,Overall,High School,"(41.56266102, -72.649840952)",1GEN,2EDU,YTS12,12
2000,TX,Cigarette Use (Youth),Smoking Status,Ever,68.7,3.0,62.8,74.6,1180,Male,High School,"(31.827240407, -99.426770206)",2GEN,2EDU,YTS08,8
2007,UT,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,37.5,7.4,23.0,52.0,179,Male,High School,"(39.360700171, -111.587130635)",2GEN,2EDU,YTS05,5
2005,MO,Cigarette Use (Youth),Smoking Status,Ever,54.5,1.5,51.6,57.3,1408,Overall,High School,"(38.635790776, -92.566300053)",1GEN,2EDU,YTS08,8
2000,CT,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,50.3,4.7,41.2,59.5,156,Overall,Middle School,"(41.56266102, -72.649840952)",1GEN,1EDU,YTS04,4
2009,LA,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,52.7,9.6,33.9,71.5,60,Male,Middle School,"(31.312660644, -92.445680071)",2GEN,1EDU,YTS05,5
2013,WV,Cigarette Use (Youth),Smoking Status,Current,7.5,1.1,5.4,9.6,2181,Overall,Middle School,"(38.665510202, -80.712640135)",1GEN,1EDU,YTS07,7
2009,SC,Smokeless Tobacco Use (Youth),User Status,Ever,18.9,2.5,14.0,23.8,670,Male,Middle School,"(33.998821303, -81.045371207)",2GEN,1EDU,YTS11,11
2005,UT,Cigarette Use (Youth),Smoking Status,Current,1.6,0.5,0.7,2.5,703,Male,Middle School,"(39.360700171, -111.587130635)",2GEN,1EDU,YTS07,7
2007,MO,Smokeless Tobacco Use (Youth),User Status,Ever,12.9,1.5,10.0,15.8,634,Male,Middle School,"(38.635790776, -92.566300053)",2GEN,1EDU,YTS11,11
2013,CT,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,54.0,4.5,45.1,62.9,116,Male,High School,"(41.56266102, -72.649840952)",2GEN,2EDU,YTS05,5
2015,WV,Smokeless Tobacco Use (Youth),User Status,Frequent,2.7,0.7,1.3,4.1,882,Male,Middle School,"(38.665510202, -80.712640135)",2GEN,1EDU,YTS12,12
2001,PA,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,55.3,2.2,50.9,59.7,1002,Male,High School,"(40.793730152, -77.860700294)",2GEN,2EDU,YTS05,5
2016,IN,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,,,,,,Overall,Middle School,"(39.766910452, -86.149960194)",1GEN,1EDU,YTS04,4
2013,IN,Cigarette Use (Youth),Smoking Status,Ever,37.4,1.9,33.6,41.2,2609,Overall,High School,"(39.766910452, -86.149960194)",1GEN,2EDU,YTS08,8
2006,AL,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,55.6,5.9,44.0,67.2,133,Female,High School,"(32.840571122, -86.631860762)",3GEN,2EDU,YTS03,3
1999,TN,Smokeless Tobacco Use (Youth),User Status,Frequent,7.7,1.1,5.5,9.9,742,Male,High School,"(35.68094058, -85.774490914)",2GEN,2EDU,YTS12,12
